고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,납입총보험료,신용등급(최소),신용등급(최대),결혼여부,배우자직업그룹코드1,배우자직업그룹코드2,자녀수,막내자녀연령,최대보험료연월,최대보험료,고객추정소득,추정가구소득1,추정가구소득2
4230,1,N,2,60,2846,11,N,200612,경북,7.1차산업,1차산업 종사자,19265112,,,N,,,0,0,200612,169200,3803,4273,3803
4231,1,N,2,45,9027,30,Y,200612,경기,2.자영업,3차산업 종사자,27443868,10,99,Y,8.기타,단순 노무직,1,9,201506,632668,3961,3673,8266
4233,1,N,1,52,5807,40,N,200612,전남,5.서비스,3차산업 종사자,25238128,6,6,N,,,0,0,200701,233860,4377,6039,4377
4234,1,N,2,43,19027,20,N,200701,부산,4.전문직,교사,2804229,6,6,Y,3.사무직,사무직,2,11,201109,106463,4200,5594,8740
4235,1,N,2,57,0,,N,200701,경남,1.주부,주부,4161000,,,N,,,0,0,201606,36500,0,0,0
4236,1,N,1,50,22777,20,N,200701,경기,2.자영업,자영업,23566122,6,6,Y,2.자영업,자영업,2,17,201606,239394,5653,9004,10221
4238,1,Y,2,45,13611,20,N,200701,전남,3.사무직,단순 사무직,1066176,8,8,Y,2.자영업,자영업,3,9,201103,300000,3460,5911,8646
4239,1,N,2,30,26497,11,N,200701,경기,3.사무직,사무직,6081894,,,N,,,0,0,200701,81900,3244,3235,3244
4240,1,N,2,40,13333,20,N,200701,전북,8.기타,학생,12971562,6,6,N,,,0,0,201606,124084,0,6934,8716
4242,1,Y,2,45,10522,11,Y,200702,전남,5.서비스,3차산업 종사자,16607176,,,Y,,,2,20,200904,553774,4602,3812,4602
4244,1,N,2,48,20555,20,N,200702,인천,3.사무직,사무직,14471145,,,Y,3.사무직,사무직,0,0,200702,130500,4961,5481,10732
4245,1,N,2,29,17184,40,N,200702,서울,3.사무직,사무직,21599067,4,99,N,,,0,0,201012,572002,3068,6464,3068
4246,1,N,2,60,4972,40,N,200703,경북,1.주부,주부,9968000,,,N,,,0,0,201606,89000,0,0,0
4248,2,,2,38,2321,13,N,200703,경기,2.자영업,자영업,3757600,6,6,Y,6.제조업,2차산업 종사자,0,0,201606,33550,3903,3194,7795
4251,1,N,2,36,22222,20,N,200703,경기,1.주부,주부,12913250,,,N,,,0,0,200703,117500,0,5195,4822
4252,1,N,1,53,18376,20,N,200704,경기,3.사무직,기업/단체 임원,1900000,6,6,Y,3.사무직,단순 사무직,3,7,201606,100000,7670,8150,11919
4253,1,N,1,40,32222,20,N,200704,부산,3.사무직,사무직,13473640,,,Y,1.주부,주부,1,10,200811,206615,4717,7227,4717
4256,2,,2,36,13888,20,N,200705,경남,1.주부,주부,9270289,,,Y,6.제조업,2차산업 종사자,2,9,200807,191001,0,4380,3770
4258,1,N,2,32,9620,30,N,200705,부산,4.전문직,의료직 종사자,1959918,5,6,Y,,,1,2,201408,120679,2913,3456,2913
4260,1,N,2,57,33692,40,N,200705,서울,5.서비스,3차산업 종사자,2228510,10,9,Y,5.서비스,3차산업 종사자,1,19,200712,432590,4994,9797,10067
4261,1,N,1,27,12500,20,N,200705,경기,8.기타,학생,14045003,6,99,N,,,0,0,201605,1016430,0,3912,5844
4262,1,N,2,37,17443,20,N,200705,경남,1.주부,주부,10325353,6,6,Y,3.사무직,사무직,1,9,201509,195921,0,5581,3967
4263,1,N,1,44,9991,30,N,200705,인천,3.사무직,사무직,3156821,10,99,Y,1.주부,주부,0,0,201601,550000,5609,3554,5609
4264,1,N,1,34,1578,11,N,200705,경북,4.전문직,3차산업 종사자,16182550,,,N,,,0,0,200706,149950,3546,2906,3546
4265,1,N,2,61,15984,99,N,200706,서울,8.기타,3차산업 종사자,12950400,,,N,,,0,0,200706,120000,,0,0
4266,1,N,1,36,10277,30,N,200706,경기,6.제조업,2차산업 종사자,2505225,8,8,N,,,0,0,201001,122185,3708,3636,3708
4268,1,N,1,55,7361,20,N,200706,충북,6.제조업,운전직,5022847,6,6,Y,5.서비스,3차산업 종사자,0,0,201306,119468,3788,0,7242
4270,1,N,2,40,12500,20,N,200707,충북,5.서비스,예체능계 종사자,12582596,6,6,N,,,0,0,201010,320779,3671,4451,3671
4272,1,N,2,34,21111,20,N,200707,부산,3.사무직,사무직,6313115,6,6,N,,,0,0,201108,69343,3423,5968,3423
4274,1,Y,2,55,14027,30,N,200707,부산,1.주부,주부,12569566,,,Y,6.제조업,운전직,2,33,200907,129290,0,6258,6448
4275,1,N,1,56,5312,11,N,200708,경남,5.서비스,운전직,2104578,6,6,Y,,,1,29,201409,300654,4844,4823,4844
4276,1,N,2,32,13966,13,N,200708,대전,5.서비스,종교인/역술인,8548800,7,7,Y,5.서비스,2차산업 종사자,1,9,200806,187100,3551,4118,6640
4277,1,N,1,31,27841,11,N,200708,경기,3.사무직,사무직,7498296,6,6,N,,,0,0,201606,106833,3481,3323,3481
4280,1,N,1,31,0,20,N,200708,서울,4.전문직,전문직,24018190,6,6,N,,,0,0,201606,231990,3723,0,3723
4281,1,N,2,39,28055,30,N,200709,서울,1.주부,주부,12064423,6,6,Y,3.사무직,기업/단체 임원,1,8,200910,149456,0,8248,5876
4282,1,N,1,35,3353,12,N,200709,부산,5.서비스,2차산업 종사자,40420171,5,6,N,,,0,0,201107,733036,5542,2217,5542
4283,1,N,2,55,3611,30,N,200709,경북,5.서비스,3차산업 종사자,6320156,,,N,,,0,0,201007,158762,2943,5177,2943
4284,1,N,1,36,2048,12,N,200709,경북,4.전문직,3차산업 종사자,8873892,,,N,,,0,0,200908,263008,3990,2982,3990
4285,1,N,2,31,24800,12,N,200709,서울,8.기타,학생,10639246,,,N,,,0,0,200710,105350,0,4416,4264
4286,1,N,2,37,15000,30,N,200709,부산,1.주부,주부,2618200,6,6,Y,6.제조업,운전직,1,9,201606,24700,0,0,3490
4287,1,N,1,34,14305,20,N,200710,울산,5.서비스,3차산업 종사자,5819544,6,6,N,,,0,0,201207,205880,3571,3755,3571
4289,1,N,1,35,8602,99,N,200711,전북,2.자영업,자영업,20905900,,,N,,,0,0,200712,205000,4487,0,4487
4290,1,N,2,55,24444,20,N,200711,서울,2.자영업,자영업,39280519,,,Y,3.사무직,사무직,2,26,201204,561081,4844,9231,10014
4291,1,N,2,38,9977,40,N,200711,경기,1.주부,주부,7738804,6,6,Y,3.사무직,사무직,0,0,201010,240836,0,3616,5552
4293,1,N,2,56,29166,20,N,200712,경기,5.서비스,2차산업 종사자,7046213,1,99,N,,,0,0,201602,73564,4174,9496,4174
4294,1,N,2,41,8055,20,N,200712,충북,6.제조업,2차산업 종사자,18084552,6,6,Y,6.제조업,운전직,1,12,201212,274185,3339,3510,7815
4295,1,Y,2,39,22500,20,N,200712,부산,4.전문직,교사,2240300,,,N,,,0,0,201606,26050,3907,0,3907
4296,1,N,2,55,27916,20,N,200801,경기,1.주부,주부,15736047,6,6,Y,5.서비스,2차산업 종사자,2,27,201408,450432,0,9554,5416
4297,1,N,2,19,15322,70,N,200801,서울,8.기타,학생,70798600,6,6,N,,,0,0,201606,1985200,,0,0
4298,2,,1,43,17083,20,N,200801,경기,5.서비스,2차산업 종사자,17910356,6,6,N,,,0,0,201409,338162,5174,5815,5174
4299,1,N,2,32,5295,30,N,200801,대구,1.주부,주부,3818414,6,6,Y,4.전문직,3차산업 종사자,0,0,201606,74285,0,2600,3369
4300,2,,2,59,14444,20,N,200801,부산,1.주부,주부,4564500,6,6,N,,,0,0,201606,44750,0,7013,6929
4301,1,N,2,37,11022,13,N,200801,충남,5.서비스,3차산업 종사자,33937053,,,Y,5.서비스,2차산업 종사자,0,0,200812,500691,3996,4020,8116
4302,1,N,2,36,15833,20,N,200802,대구,4.전문직,교사,6540000,,,N,,,0,0,201606,65400,3356,4268,3356
4303,2,,2,34,33194,20,N,200802,경기,1.주부,주부,18842259,3,99,Y,4.전문직,사무직,1,9,201606,270054,0,7957,4134
4304,1,N,1,55,4751,12,N,200803,부산,8.기타,기타,16723862,7,7,N,,,0,0,200905,425870,0,5119,5071
4305,2,,1,37,19583,20,N,200803,경기,3.사무직,사무직,15498195,,,N,,,0,0,200808,156500,3942,5214,3942
4306,1,Y,2,51,7692,12,N,200803,경기,5.서비스,3차산업 종사자,4288300,6,6,N,,,0,0,201404,57950,3138,0,3138
4308,1,N,2,73,10341,40,N,200803,대구,1.주부,주부,9132642,,,N,,,0,0,200804,199080,,1852,1817
4310,1,N,1,32,9369,99,N,200803,경남,3.사무직,사무직,7188610,6,6,N,,,0,0,200803,121000,3491,0,3491
4311,1,Y,2,45,18750,20,N,200804,경남,2.자영업,자영업,2172276,8,9,Y,2.자영업,자영업,1,18,200907,299240,4741,6743,10705
4312,2,,2,26,12777,20,N,200804,경남,8.기타,학생,52826273,3,99,N,,,0,0,201505,1460887,0,7301,10081
4314,1,N,2,30,6111,30,N,200805,강원,5.서비스,3차산업 종사자,13195928,6,6,N,,,0,0,201412,315978,3010,3685,3010
4315,1,N,2,33,5833,30,N,200805,서울,2.자영업,자영업,2734005,6,6,N,,,0,0,200805,76520,2626,3212,2626
4317,1,N,1,64,4404,99,N,200805,경남,4.전문직,2차산업 종사자,9723790,,,N,,,0,0,200805,467490,,0,0
4318,1,N,1,52,31111,20,N,200805,경기,2.자영업,자영업,12059549,6,6,Y,5.서비스,3차산업 종사자,0,0,201310,798300,5791,7309,10068
4320,1,Y,2,31,6250,20,N,200805,경기,2.자영업,자영업,2432452,,,N,,,0,0,200806,150350,2930,3671,2930
4321,1,N,2,36,22143,20,N,200806,경남,5.서비스,3차산업 종사자,7279870,,,N,,,0,0,200806,76590,3722,6576,3722
4323,1,N,2,58,0,60,N,200806,충남,2.자영업,자영업,20153024,10,99,Y,2.자영업,자영업,2,22,201511,562087,4301,0,4301
4325,1,N,1,40,6865,12,N,200808,서울,2.자영업,자영업,14161904,,,N,,,0,0,200808,153800,4431,3415,4431
4326,1,N,2,47,6388,20,N,200808,경기,1.주부,주부,3365029,10,99,Y,6.제조업,운전직,1,20,201602,131885,0,3118,4382
4328,1,Y,2,40,51473,20,N,200809,인천,5.서비스,2차산업 종사자,10638271,6,6,N,,,0,0,200809,199906,6760,10487,6760
4330,1,N,2,51,6944,20,N,200810,부산,1.주부,주부,30669360,3,6,Y,2.자영업,자영업,1,21,201606,447920,0,4586,5218
4333,1,N,2,35,10277,20,N,200811,대전,1.주부,주부,32486367,6,6,Y,2.자영업,자영업,2,7,201012,352618,0,3354,4018
4335,2,,1,55,14880,12,N,200901,서울,8.기타,단순 노무직,7438096,6,6,N,,,0,0,201102,808817,3927,6659,3927
4336,1,N,1,35,8472,30,Y,200901,인천,3.사무직,사무직,7286697,6,99,N,,,0,0,200906,473747,3760,3458,3760
4340,1,N,1,43,4836,12,N,200902,강원,5.서비스,2차산업 종사자,6403994,6,7,N,,,0,0,201606,218853,4091,3221,4091
4342,1,N,1,37,24444,20,N,200902,경기,4.전문직,교사,32160061,1,99,Y,1.주부,주부,0,0,201506,823506,4015,6693,4015
4343,1,N,2,46,12291,40,N,200902,부산,1.주부,주부,25036669,,,Y,3.사무직,사무직,2,15,201606,297339,0,3882,3981
4345,1,Y,2,57,8817,12,N,200902,서울,1.주부,주부,46925885,6,6,Y,6.제조업,2차산업 종사자,3,22,201405,974978,0,6269,4934
4346,1,N,1,33,19222,40,N,200903,경기,8.기타,학생,16595176,6,6,N,,,0,0,200912,212236,0,5211,4283
4348,1,N,2,38,38055,20,N,200903,경기,1.주부,주부,7571638,6,6,Y,3.사무직,사무직,0,0,201605,106603,0,8831,4473
4349,1,N,2,50,12710,99,N,200903,서울,2.자영업,자영업,6682077,5,99,N,,,0,0,201508,557524,4853,0,4853
4352,1,N,2,42,7083,20,N,200904,전남,1.주부,주부,44756881,6,6,Y,6.제조업,운전직,2,8,201411,859315,0,3415,4726
4353,1,Y,2,57,3896,12,N,200905,경기,3.사무직,사무직,1133600,8,8,Y,,,1,32,201005,87200,3373,5025,3373
4354,1,N,1,49,12777,20,N,200905,전북,3.사무직,사무직,16972877,8,8,N,,,0,0,201605,211213,5171,5042,5171
4355,1,N,1,27,28318,13,N,200905,전남,3.사무직,사무직,10058404,6,99,N,,,0,0,201606,311838,2990,8380,2990
4356,2,,2,41,17222,20,N,200905,경기,1.주부,주부,13237658,6,99,Y,6.제조업,운전직,3,9,201203,297512,0,4932,4683
4357,1,N,2,39,14444,20,N,200905,경기,1.주부,주부,5465933,5,6,Y,4.전문직,전문직,2,7,201305,129170,0,4504,4188
4360,1,N,1,38,27361,20,N,200906,경기,4.전문직,교육관련직,11744370,5,6,Y,4.전문직,교사,1,5,201303,217905,4609,6229,8418
4361,1,N,2,35,22361,20,N,200907,전북,1.주부,주부,3137400,6,6,N,,,0,0,201605,37800,0,6355,0
4362,1,N,2,33,15000,20,N,200907,경남,4.전문직,의료직 종사자,20738824,6,6,N,,,0,0,201208,348155,3244,5339,3244
4364,1,N,2,36,8175,99,N,200907,경남,1.주부,주부,12729491,0,6,Y,7.1차산업,1차산업 종사자,2,8,201601,200589,0,0,4203
4368,1,N,1,59,9125,13,N,200908,서울,5.서비스,2차산업 종사자,47697229,6,6,Y,1.주부,주부,1,22,201308,1252674,5829,5127,5829
4371,1,N,2,35,18519,20,N,200908,경북,5.서비스,3차산업 종사자,2075000,,,N,,,0,0,201606,25000,3346,0,3346
4373,1,N,2,62,4320,40,N,200908,전남,1.주부,주부,2146064,6,6,N,,,0,0,201107,136100,,0,0
4374,1,N,1,40,21666,20,Y,200908,서울,2.자영업,3차산업 종사자,7613351,3,6,Y,2.자영업,3차산업 종사자,2,10,201604,300527,4849,6768,8809
4377,1,N,2,29,17777,20,N,200909,경기,1.주부,주부,19020693,6,6,Y,6.제조업,2차산업 종사자,2,4,201606,359801,0,5207,3017
4380,1,Y,2,42,7083,30,N,200910,인천,1.주부,주부,1386803,6,6,Y,3.사무직,사무직,1,22,201008,126073,0,3034,3797
4384,1,N,1,41,7777,20,N,200910,경남,4.전문직,전문직,7650238,6,6,Y,1.주부,주부,0,0,201412,140917,4862,3710,4862
4385,1,N,1,41,12500,20,N,200911,충남,6.제조업,2차산업 종사자,12779152,7,8,Y,4.전문직,의료직 종사자,2,7,201407,278647,4237,4443,7946
4386,1,N,2,29,14166,20,N,200911,대구,4.전문직,의료직 종사자,7689624,6,6,N,,,0,0,201510,97317,2653,3905,2653
4387,2,,1,34,18968,20,N,200912,경기,4.전문직,2차산업 종사자,4405940,6,7,N,,,0,0,201404,448780,3669,5916,3669
4390,1,N,2,53,6522,99,N,200912,경남,6.제조업,2차산업 종사자,20370435,6,6,N,,,0,0,201010,702809,3458,0,3458
4391,1,N,1,45,6186,11,N,201001,경북,5.서비스,2차산업 종사자,63907957,6,6,N,,,0,0,201508,932087,4490,3353,4490
4392,1,N,2,39,25852,20,N,201001,세종,4.전문직,교육관련직,22746131,6,6,Y,3.사무직,공무원,2,7,201601,512218,3901,0,7563
4395,1,N,1,22,12222,20,N,201002,경기,5.서비스,2차산업 종사자,5183681,6,6,N,,,0,0,201606,70798,2458,6184,2458
4396,1,N,2,48,4096,12,N,201002,경기,1.주부,주부,16594792,6,6,N,,,0,0,201009,394614,0,3008,3012
4397,1,N,1,38,12263,99,N,201002,인천,5.서비스,2차산업 종사자,10308015,4,99,Y,5.서비스,3차산업 종사자,1,11,201503,200000,3918,0,7341
4400,1,N,2,29,8804,99,N,201003,충남,3.사무직,사무직,12000000,6,6,N,,,0,0,201504,200000,3206,0,3206
4401,1,N,1,36,9372,12,N,201003,대구,4.전문직,공무원,8803655,6,6,Y,4.전문직,공무원,0,0,201606,120956,3379,3541,6374
4404,1,N,2,30,4977,40,N,201003,전남,2.자영업,자영업,3701540,6,99,N,,,0,0,201605,74660,2769,4589,2769
4405,2,,1,34,8418,12,N,201003,경남,3.사무직,사무직,4591129,6,7,N,,,0,0,201606,97109,3539,2476,3539
4406,1,N,1,47,10317,99,N,201004,제주,6.제조업,운전직,6075223,7,8,Y,5.서비스,3차산업 종사자,1,7,201407,213089,4242,0,7673
4407,1,N,1,31,2297,13,N,201004,인천,2.자영업,자영업,7147302,8,9,N,,,0,0,201205,349940,3775,2282,3775
4408,1,N,2,61,0,,N,201004,서울,5.서비스,3차산업 종사자,26265565,6,6,Y,8.기타,단순 노무직,1,35,201307,423180,,0,2495
4409,1,N,1,26,30433,12,N,201004,서울,8.기타,학생,1261491,6,6,N,,,0,0,201208,27116,0,6673,6520
4413,1,N,2,41,7083,20,N,201006,경북,1.주부,주부,12339154,6,7,Y,4.전문직,전문직,2,7,201512,230919,0,3630,5244
4415,1,N,2,35,15480,99,N,201006,서울,3.사무직,사무직,6884581,6,6,Y,,,1,6,201606,134272,3213,0,3213
4416,1,N,1,29,10972,30,N,201006,인천,3.사무직,3차산업 종사자,5842706,6,6,N,,,0,0,201606,88982,3070,5618,3070
4417,1,Y,2,34,0,,N,201006,부산,2.자영업,자영업,192600,7,8,N,,,0,0,201108,21400,3442,0,3442
4419,1,N,2,57,3982,13,N,201006,경기,1.주부,주부,5317645,7,7,Y,,,1,33,201007,368257,0,5032,5007
4422,1,N,2,62,16805,20,N,201007,대전,1.주부,주부,5540420,6,6,Y,2.자영업,자영업,2,33,201203,95623,,7938,8016
4423,1,N,1,29,22222,20,N,201008,경기,3.사무직,사무직,7475325,6,6,N,,,0,0,201203,154270,3124,6814,3124
4425,1,N,1,30,7715,12,N,201008,서울,5.서비스,2차산업 종사자,7175585,6,6,N,,,0,0,201602,148615,2936,3271,2936
4426,1,N,1,43,18888,20,N,201009,경기,4.전문직,교육관련직,9731643,6,6,N,,,0,0,201606,142857,5165,4819,5165
4429,1,N,2,43,15522,40,N,201010,서울,5.서비스,3차산업 종사자,10972573,6,6,N,,,0,0,201606,166806,3024,5750,3024
4431,1,N,1,7,7593,12,N,201011,서울,8.기타,학생,1468006,6,6,N,,,0,0,201011,105840,,4335,4287
4432,2,,2,48,10833,20,N,201011,전북,1.주부,주부,8141000,6,6,Y,3.사무직,사무직,3,16,201606,139076,0,4629,6184
4433,1,N,1,41,17777,20,N,201011,경기,3.사무직,사무직,1201104,6,6,Y,1.주부,주부,3,5,201206,300276,4430,5859,4430
4435,1,N,2,38,14444,20,N,201012,경북,1.주부,주부,4469357,6,6,Y,,,1,6,201111,108749,0,4582,4332
4436,1,N,1,46,9229,30,N,201101,서울,8.기타,운전직,5354036,6,6,N,,,0,0,201101,225243,4528,4075,4528
4437,2,,2,49,36527,20,N,201101,인천,1.주부,주부,20602114,1,99,Y,3.사무직,사무직,2,18,201502,451241,0,8702,5524
4438,1,N,1,32,23888,20,N,201101,인천,3.사무직,3차산업 종사자,5972190,10,99,N,,,0,0,201210,371118,3485,6550,3485
4441,1,N,2,61,6099,99,N,201102,경북,1.주부,주부,6888658,6,6,N,,,0,0,201606,109778,,0,0
4444,1,N,2,31,10555,30,N,201103,서울,3.사무직,사무직,49294963,6,6,N,,,0,0,201606,773204,3551,3699,3551
4445,1,Y,1,32,0,,N,201103,전남,5.서비스,2차산업 종사자,386625,8,8,N,,,0,0,201108,55470,2957,0,2957
4446,1,N,1,29,15945,30,N,201103,서울,2.자영업,자영업,1747521,6,6,N,,,0,0,201112,31759,3111,6214,3111
4447,1,N,1,27,12500,20,N,201104,경기,2.자영업,자영업,964882,6,6,N,,,0,0,201204,80541,2793,5539,2793
4448,1,N,2,51,25994,12,N,201105,서울,3.사무직,사무직,9734579,5,99,Y,3.사무직,사무직,1,20,201409,285889,4832,8673,9949
4449,1,N,1,30,5702,40,N,201105,경기,4.전문직,교육관련직,11942414,6,6,N,,,0,0,201404,218152,3193,4243,3193
4452,1,N,1,58,24502,11,N,201106,서울,5.서비스,2차산업 종사자,3340177,6,6,Y,,,1,27,201109,120454,5325,6721,5325
4455,1,N,2,54,49722,20,N,201108,경남,1.주부,주부,5177781,6,6,Y,6.제조업,2차산업 종사자,2,24,201407,88288,0,11549,5773
4456,1,N,1,47,3163,12,N,201109,부산,2.자영업,자영업,2049312,8,8,Y,2.자영업,자영업,0,0,201212,128403,4380,2619,8658
4457,1,N,1,37,24444,20,N,201109,경기,3.사무직,사무직,14622573,6,6,N,,,0,0,201606,253077,3836,6696,3836
4458,1,N,2,19,22222,20,N,201110,경기,8.기타,학생,8237718,6,6,N,,,0,0,201208,704098,,6190,5973
4459,1,N,2,45,16805,20,N,201111,충북,1.주부,주부,25338318,1,99,Y,,,2,19,201508,607682,0,5558,5155
4463,1,N,2,32,14685,99,N,201112,인천,1.주부,주부,5698569,6,6,Y,3.사무직,사무직,1,6,201407,150813,0,0,4489
4464,1,N,2,52,8928,40,N,201112,광주,1.주부,주부,2991515,6,6,Y,3.사무직,사무직,2,21,201606,190301,0,6314,4734
4465,2,,2,44,0,,N,201112,경기,1.주부,주부,3930412,8,99,Y,3.사무직,사무직,2,15,201508,213513,0,0,3691
4468,1,N,2,59,1927,12,N,201201,대구,1.주부,주부,2884656,6,7,N,,,0,0,201501,66231,0,0,0
4470,2,,1,34,15972,20,N,201202,대전,3.사무직,사무직,35063105,6,6,N,,,0,0,201205,672856,3934,9669,3934
4472,1,N,2,55,7531,12,N,201203,서울,8.기타,주부,12837753,6,6,Y,2.자영업,자영업,0,0,201203,248945,2740,0,7506
4474,1,N,1,54,7083,20,N,201203,경기,3.사무직,사무직,2507843,6,7,N,,,0,0,201406,159510,4800,4853,4800
4475,1,N,1,24,20277,20,N,201203,경북,8.기타,학생,4813492,6,6,N,,,0,0,201405,110010,0,9253,8589
4476,1,N,2,48,14206,12,N,201203,서울,8.기타,단순 노무직,14665894,5,99,N,,,0,0,201506,519269,3855,4120,3855
4477,1,N,2,34,6250,20,N,201203,경북,4.전문직,교육관련직,7502156,6,6,Y,4.전문직,교사,1,4,201302,188074,3054,2802,6575
4478,1,N,1,43,5388,12,N,201203,서울,3.사무직,사무직,7410412,9,9,Y,,,1,16,201405,423749,4466,3536,4466
4481,1,N,2,33,0,12,N,201204,전남,5.서비스,3차산업 종사자,2243428,7,99,Y,5.서비스,2차산업 종사자,2,7,201508,274883,2990,0,6668
4484,1,N,2,29,7698,13,N,201205,서울,4.전문직,의료직 종사자,21086703,6,6,N,,,0,0,201307,670424,2903,5125,2903
4488,1,N,2,49,3194,30,N,201207,경기,6.제조업,2차산업 종사자,22076444,6,6,Y,5.서비스,3차산업 종사자,0,0,201303,527335,3239,3928,7032
4489,1,N,2,46,15833,20,N,201207,전남,5.서비스,3차산업 종사자,2702070,6,6,Y,5.서비스,3차산업 종사자,2,17,201303,300230,4743,6153,9528
4490,1,N,2,52,21805,20,N,201207,대구,2.자영업,자영업,1665471,2,99,Y,2.자영업,자영업,1,26,201606,101835,4623,8876,10624
4493,1,Y,2,35,14027,20,N,201209,광주,3.사무직,사무직,,8,8,Y,3.사무직,사무직,0,0,201412,208800,3263,3825,6788
4494,1,N,1,49,13992,13,N,201209,서울,4.전문직,종교인/역술인,2404496,6,6,N,,,0,0,201209,54171,3006,0,3006
4495,1,N,1,44,5221,12,N,201209,대구,3.사무직,2차산업 종사자,44254015,6,7,Y,3.사무직,교육관련직,1,6,201606,1038342,5059,2786,9528
4496,1,N,1,61,11268,12,N,201209,강원,7.1차산업,1차산업 종사자,3813027,7,7,N,,,0,0,201209,94349,,5302,5281
4498,1,N,2,33,11420,12,N,201210,서울,4.전문직,예체능계 종사자,2371331,7,8,N,,,0,0,201606,54779,3090,4230,3090
4499,1,N,1,29,5460,12,N,201211,대구,6.제조업,2차산업 종사자,5471705,6,6,N,,,0,0,201606,130146,2930,5118,2930
4500,2,,2,20,27083,20,N,201211,경기,8.기타,학생,1189000,6,6,N,,,0,0,201507,100000,0,7065,7121
4501,1,N,2,48,21111,20,N,201211,경기,1.주부,주부,14071760,6,6,Y,6.제조업,운전직,3,19,201606,361728,0,6376,5237
4502,1,Y,2,46,30555,20,N,201212,경기,1.주부,주부,17964042,6,6,Y,3.사무직,3차산업 종사자,2,17,201605,666116,0,7743,5325
4503,1,N,2,32,58874,20,N,201212,경기,3.사무직,사무직,727581,6,6,N,,,0,0,201606,17103,3432,10647,3432
4504,1,N,1,30,12638,30,N,201212,인천,3.사무직,사무직,4209887,6,6,N,,,0,0,201304,172029,3308,4129,3308
4505,1,N,2,26,61111,20,N,201301,인천,8.기타,학생,108169716,6,6,N,,,0,0,201302,832583,0,11786,10019
4506,1,N,2,60,0,60,N,201301,강원,1.주부,주부,3548272,6,6,N,,,0,0,201302,92451,0,0,0
4509,2,,1,28,10155,99,N,201303,전남,8.기타,학생,174300,6,6,N,,,0,0,201310,58100,0,0,0
4512,1,N,2,34,10809,40,N,201305,경기,2.자영업,자영업,3420228,6,6,N,,,0,0,201305,138795,4136,3712,4136
4513,1,N,1,46,28891,11,N,201305,부산,6.제조업,2차산업 종사자,14045579,6,6,N,,,0,0,201405,373370,5093,5429,5093
4516,1,N,1,24,705,11,N,201309,전남,3.사무직,공무원,9755560,6,6,N,,,0,0,201401,52000,2476,0,2476
4517,1,N,2,43,6284,11,N,201309,강원,2.자영업,자영업,1263298,7,7,N,,,0,0,201601,44858,4202,3396,4202
